,,Time,Angle
12.71515,2.9883,2.82914,-2.9883
12.74488,2.9883,2.85887,-2.9883
12.77095,2.9883,2.88494,-2.9883
12.79588,2.9883,2.90987,-2.9883
12.82161,2.9883,2.9356,-2.9883
12.84669,2.9883,2.96068,-2.9883
12.87366,2.9883,2.98765,-2.9883
12.89886,2.9883,3.01285,-2.9883
12.92475,2.9883,3.03874,-2.9883
12.94896,2.9883,3.06295,-2.9883
12.97521,2.9883,3.0892,-2.9883
12.99615,2.9883,3.11014,-2.9883
13.02751,2.9883,3.1415,-2.9883
13.05301,2.9883,3.167,-2.9883
13.07848,2.9883,3.19247,-2.9883
13.1044,2.9883,3.21839,-2.9883
13.12484,2.9883,3.23883,-2.9883
13.15587,2.9883,3.26986,-2.9883
13.17929,2.9883,3.29328,-2.9883
13.20643,2.9883,3.32042,-2.9883
13.23278,2.9883,3.34677,-2.9883
13.25829,2.9883,3.37228,-2.9883
13.28003,2.9883,3.39402,-2.9883
13.30828,2.9883,3.42227,-2.9883
13.32951,2.9883,3.4435,-2.9883
13.36107,2.9883,3.47506,-2.9883
13.38809,2.9883,3.50208,-2.9883
13.41321,2.9883,3.5272,-2.9883
13.43795,2.9883,3.55194,-2.9883
13.46439,2.9883,3.57838,-2.9883
13.49016,2.9883,3.60415,-2.9883
13.51591,2.9883,3.6299,-2.9883
13.54028,2.9883,3.65427,-2.9883
13.56506,2.9883,3.67905,-2.9883
13.59102,2.9883,3.70501,-2.9883
13.61645,2.9883,3.73044,-2.9883
13.64361,2.9883,3.7576,-2.9883
13.66537,2.9883,3.77936,-2.9883
13.69502,2.9883,3.80901,-2.9883
13.72079,2.9883,3.83478,-2.9883
13.74679,2.9883,3.86078,-2.9883
13.77189,2.9883,3.88588,-2.9883
13.79795,2.9883,3.91194,-2.9883
13.82302,2.9883,3.93701,-2.9883
13.84613,2.9883,3.96012,-2.9883
13.8737,2.9883,3.98769,-2.9883
13.89627,2.9883,4.01026,-2.9883
