Timestamp (s),Angle (deg)
0.0,-22.0605
0.00287,-22.1484
0.00287,-22.2363
0.00287,-22.3242
0.00287,-22.3242
0.00287,-22.3242
0.00287,-22.5
0.00816,-22.5
0.00874,-22.5879
0.00977,-22.6758
0.00977,-22.7637
0.01099,-22.8516
0.01099,-22.9395
0.01199,-22.9395
0.01306,-23.0273
0.0136,-23.1152
0.01491,-23.2031
0.01491,-23.291
0.01593,-23.291
0.017,-23.3789
0.017,-23.4668
0.0181,-23.4668
0.01905,-23.5547
0.01905,-23.6426
0.02003,-23.6426
0.02061,-23.7305
0.02096,-23.8184
0.02096,-23.9062
0.02215,-23.9941
0.02275,-23.9941
0.02341,-23.9941
0.02341,-24.082
0.02341,-24.1699
0.02341,-24.2578
0.02472,-24.2578
0.0251,-24.3457
0.0251,-24.4336
0.02611,-24.5215
0.02611,-24.5215
0.02611,-24.6094
0.02611,-24.6094
0.02611,-24.6973
0.02611,-24.7852
0.02611,-24.7852
0.02611,-24.7852
0.02894,-24.873
0.0295,-24.873
0.0295,-24.873
0.0311,-24.873
0.0311,-24.873
0.0311,-24.873
0.0311,-24.9609
0.0311,-24.9609
0.0311,-24.9609
0.03438,-24.9609
0.03488,-24.9609
0.03488,-24.9609
0.03488,-24.9609
0.03488,-24.9609
0.03488,-25.0488
0.03636,-25.0488
0.03636,-25.0488
0.03636,-25.0488
0.03636,-25.0488
0.0376,-25.0488
0.0376,-25.1367
0.0376,-25.1367
0.0376,-25.1367
0.03889,-25.1367
0.03889,-25.1367
0.03889,-25.1367
0.03981,-25.1367
0.04037,-25.1367
0.04037,-25.1367
0.04037,-25.1367
0.0416,-25.1367
0.06131,-25.1367
0.08672,-25.1367
0.11389,-25.1367
0.14055,-25.1367
0.16851,-25.1367
0.1954,-25.1367
0.22201,-25.1367
0.24925,-25.1367
0.27439,-25.2246
0.30187,-25.2246
0.33024,-25.2246
0.35631,-25.2246
0.38309,-25.2246
0.40658,-25.2246
0.43769,-25.2246
0.46444,-25.2246
0.49059,-25.2246
0.51935,-25.3125
0.54564,-25.3125
0.5717,-25.3125
0.59958,-25.3125
0.62599,-25.3125
0.65193,-25.3125
0.68083,-25.3125
0.7054,-25.4004
0.7349,-25.3125
0.76223,-25.4004
0.78803,-25.4004
0.815,-25.4004
0.83567,-25.4004
0.86984,-25.4883
0.897,-25.4883
0.91872,-25.4883
0.94947,-25.5762
0.9789,-25.5762
1.00258,-25.5762
1.03146,-25.6641
1.05645,-25.6641
1.08546,-25.6641
1.11254,-25.752
1.13714,-25.752
1.16655,-25.752
1.1918,-25.8398
1.21958,-25.8398
1.24808,-25.8398
1.26977,-25.9277
1.30129,-25.9277
1.32787,-25.9277
1.35353,-26.0156
1.38224,-26.0156
1.40052,-26.0156
1.43461,-26.1035
1.46331,-26.1035
1.48713,-26.1914
1.51634,-26.1914
1.54489,-26.2793
1.57051,-26.2793
1.59856,-26.2793
1.62124,-26.3672
1.65232,-26.4551
1.67917,-26.4551
1.70419,-26.4551
1.73312,-26.543
1.76092,-26.6309
1.78678,-26.6309
1.8142,-26.7188
1.83496,-26.7188
1.86538,-26.8066
1.88686,-26.8945
1.92012,-26.8945
1.94876,-26.9824
1.97039,-27.0703
1.9983,-27.1582
2.02982,-27.1582
