Timestamp (s),Angle (deg)
0.0,-4.1309
0.0032,-4.1309
0.0032,-4.043
0.0032,-4.043
0.0032,-4.043
0.00681,-4.043
0.00788,-4.043
0.00914,-4.043
0.00914,-3.9551
0.01195,-3.9551
0.01195,-3.9551
0.01397,-3.8672
0.01397,-3.8672
0.01598,-3.8672
0.01598,-3.8672
0.0179,-3.8672
0.01937,-3.8672
0.02037,-3.7793
0.02142,-3.7793
0.02244,-3.7793
0.02344,-3.7793
0.0245,-3.7793
0.0245,-3.7793
0.02577,-3.7793
0.02643,-3.6914
0.02643,-3.6914
0.02848,-3.6914
0.02848,-3.6914
0.03049,-3.6914
0.03049,-3.6914
0.03275,-3.6914
0.03275,-3.6914
0.03275,-3.6914
0.03479,-3.6914
0.03479,-3.6914
0.03603,-3.6914
0.03652,-3.7793
0.03744,-3.7793
0.03744,-3.7793
0.03873,-3.7793
0.03873,-3.7793
0.03873,-3.7793
0.03873,-3.7793
0.04125,-3.7793
0.04125,-3.7793
0.04234,-3.7793
0.04234,-3.7793
0.0432,-3.7793
0.0432,-3.7793
0.04464,-3.7793
0.04686,-3.7793
0.04721,-3.7793
0.04861,-3.7793
0.04963,-3.7793
0.04963,-3.7793
0.04963,-3.7793
0.05063,-3.7793
0.05063,-3.7793
0.05163,-3.7793
0.05163,-3.7793
0.05263,-3.7793
0.05263,-3.7793
0.05341,-3.7793
0.05341,-3.7793
0.05341,-3.7793
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05442,-3.8672
0.05829,-3.8672
0.05829,-3.7793
0.05829,-3.7793
0.05932,-3.7793
0.05993,-3.7793
0.06491,-3.7793
0.09804,-3.7793
0.11802,-3.7793
0.14901,-3.7793
0.16814,-3.7793
0.20037,-3.7793
0.22666,-3.7793
0.25163,-3.7793
0.27781,-3.7793
0.30209,-3.7793
0.32888,-3.7793
0.35426,-3.6914
0.38048,-3.6914
0.40029,-3.6914
0.43228,-3.6914
0.45276,-3.6914
0.48309,-3.6914
0.51066,-3.6914
0.53392,-3.6914
0.56049,-3.6914
0.58638,-3.6914
0.61198,-3.7793
0.63406,-3.7793
0.66267,-3.7793
0.6854,-3.7793
0.71383,-3.7793
0.73324,-3.7793
0.76601,-3.8672
0.79255,-3.8672
0.81686,-3.8672
0.84343,-3.8672
0.86759,-3.9551
0.89412,-4.043
0.9204,-4.043
0.94565,-4.043
0.9684,-4.043
0.99398,-4.043
1.01789,-4.043
1.04818,-4.043
1.07049,-4.1309
1.09894,-4.1309
1.12574,-4.1309
1.15036,-4.1309
1.17613,-4.2188
1.2007,-4.2188
1.22653,-4.2188
1.25007,-4.3066
1.27999,-4.3945
1.30144,-4.3945
1.33144,-4.4824
1.35659,-4.4824
1.38094,-4.4824
1.4081,-4.5703
1.43332,-4.5703
1.45873,-4.6582
1.48478,-4.7461
1.51192,-4.7461
1.53237,-4.834
1.56165,-4.834
1.58548,-4.834
1.61328,-4.9219
1.63677,-4.9219
1.66457,-5.0098
1.6837,-5.0977
1.71454,-5.0977
1.74207,-5.1855
1.76779,-5.1855
1.79207,-5.1855
1.81535,-5.2734
1.84195,-5.2734
1.86576,-5.3613
1.89535,-5.4492
1.918,-5.4492
1.94709,-5.4492
1.96725,-5.5371
1.99836,-5.625
2.02506,-5.625
2.04981,-5.625
2.07566,-5.7129
2.09935,-5.8008
2.12696,-5.8008
2.15259,-5.8008
2.18015,-5.8008
2.20387,-5.8008
2.22994,-5.8887
2.25096,-5.8887
2.28148,-5.8887
2.29873,-5.8887
2.3317,-5.8887
2.3588,-5.8887
2.38406,-5.8887
2.41015,-5.8887
2.43412,-5.8887
2.46174,-5.8887
2.4858,-5.8887
2.5122,-5.8887
2.533,-5.8887
2.56403,-5.8887
2.58611,-5.8887
2.61438,-5.8008
2.64095,-5.8008
2.66421,-5.8008
2.69172,-5.8008
2.71698,-5.8008
2.74182,-5.8008
2.76457,-5.8008
2.79521,-5.8008
2.81904,-5.8008
2.84664,-5.7129
2.86801,-5.7129
2.89762,-5.7129
2.92409,-5.7129
2.94787,-5.625
2.97472,-5.625
2.99867,-5.625
3.02504,-5.625
3.04893,-5.625
