Timestamp (s),Angle (deg)
9.51886,-30.0586
9.54351,-30.0586
9.56645,-30.0586
9.60014,-30.0586
9.62637,-30.0586
9.64422,-30.0586
9.67677,-30.0586
9.70752,-30.0586
9.72922,-30.0586
9.76204,-30.0586
9.78475,-30.0586
9.81056,-30.0586
9.84265,-30.0586
9.86698,-30.0586
9.89356,-30.0586
9.92408,-30.0586
9.94959,-30.0586
9.97782,-30.0586
10.00352,-30.0586
10.02705,-30.0586
10.05888,-30.0586
10.08565,-30.0586
10.11085,-30.0586
10.13572,-30.0586
10.16116,-30.0586
10.19288,-30.0586
10.21508,-30.0586
10.24742,-30.0586
10.27401,-30.0586
10.30086,-30.0586
10.32759,-30.0586
10.35033,-30.0586
10.38178,-30.0586
10.40932,-30.0586
10.43501,-30.0586
10.45968,-30.0586
10.49055,-30.0586
10.51534,-30.0586
10.54385,-30.0586
10.56585,-30.0586
10.59743,-29.9707
10.6243,-30.0586
10.65158,-30.0586
10.67856,-30.0586
10.70167,-29.9707
10.73053,-30.0586
10.75977,-30.0586
10.78414,-29.9707
10.81029,-30.0586
10.84079,-30.0586
10.86643,-29.9707
10.89265,-30.0586
10.91632,-30.0586
10.94842,-30.0586
10.97575,-30.0586
11.00199,-30.0586
11.02907,-30.0586
11.0564,-29.9707
11.0814,-30.0586
11.11003,-30.0586
11.13281,-29.9707
11.16319,-30.0586
11.19062,-30.0586
11.21472,-29.9707
11.24177,-30.0586
11.273,-30.0586
11.29839,-30.0586
11.32552,-29.9707
11.34777,-29.9707
11.3806,-29.8828
11.40749,-29.0918
11.43405,-24.6094
11.46049,-13.0078
11.48459,1.7578
11.51393,10.3711
11.5396,9.7559
11.56481,4.2188
11.59067,-0.8789
11.61485,-3.7793
11.64174,-4.2188
11.66758,-3.0762
11.69339,-1.3184
11.71871,0.4395
11.74447,1.8457
11.76529,2.4609
11.79603,2.4609
11.8161,2.1094
11.84579,1.6699
11.87359,1.4062
11.89722,1.3184
11.92466,1.3184
11.94768,1.4062
11.97553,1.4062
11.99983,1.4941
12.02717,1.4941
12.04843,1.4941
12.07797,1.4062
12.10442,1.4062
12.13015,1.4062
12.15553,1.4062
12.1816,1.4941
12.20725,1.4941
12.23188,1.4062
12.25894,1.4062
12.28044,1.4062
12.30843,1.4062
12.33358,1.4062
12.36109,1.4062
12.38234,1.4941
12.41283,1.4062
12.43883,1.4062
12.46426,1.4941
12.48947,1.4941
12.51394,1.4941
12.5406,1.4941
12.5614,1.4941
12.59236,1.4062
12.61415,1.4062
12.64409,1.4941
12.66216,1.4941
12.69502,1.4941
12.72199,1.4941
12.74642,1.4941
12.77182,1.4941
12.79735,1.4941
12.82387,1.4941
12.84786,1.4941
12.87462,1.4062
12.89853,1.4941
12.92626,1.4941
12.94817,1.4941
12.97766,1.4062
12.99803,1.4062
13.02832,1.4941
13.05501,1.4941
13.07973,1.4941
13.10591,1.4062
13.12962,1.4941
13.15784,1.4062
13.18209,1.4062
13.20927,1.4941
13.23457,1.4941
13.25826,1.4941
13.2837,1.4941
13.31184,1.4941
13.33785,1.4062
13.36224,1.4062
13.38882,1.4062
13.4135,1.4062
13.43996,1.4941
13.4663,1.4941
13.49041,1.4941
13.51558,1.4941
13.54236,1.4941
13.56458,1.4941
13.5939,1.4941
13.61259,1.4941
13.64503,1.4941
13.67202,1.4941
13.69533,1.4941
13.7219,1.4941
13.7476,1.4941
13.77402,1.4941
13.79717,1.4941
13.82446,1.4941
13.84793,1.4941
13.8751,1.4941
13.90024,1.4941
13.92806,1.4062
13.95334,1.4062
13.97925,1.4941
14.00516,1.4941
14.02937,1.4941
14.05656,1.4941
14.0813,1.4941
14.10711,1.4062
14.12875,1.4062
14.15877,1.4062
14.18141,1.4941
14.21006,1.4941
14.23719,1.4941
14.26224,1.4941
14.28748,1.4941
14.31288,1.4941
14.33897,1.4941
14.36124,1.4062
14.39006,1.4062
14.41236,1.4941
14.44085,1.4941
