Timestamp (s),Angle (deg)
0.0,-3.5156
0.00764,-3.6035
0.00764,-3.6035
0.00764,-3.6914
0.00764,-3.7793
0.00764,-3.7793
0.01242,-3.8672
0.01242,-3.8672
0.01402,-3.9551
0.01518,-4.043
0.01618,-4.1309
0.01735,-4.3066
0.01766,-4.4824
0.01877,-4.6582
0.02038,-4.834
0.02071,-4.9219
0.02297,-4.9219
0.02384,-5.0098
0.02491,-5.0098
0.02628,-5.0098
0.02738,-5.0977
0.02837,-5.0977
0.02837,-5.0977
0.02837,-5.0977
0.03034,-5.1855
0.03142,-5.1855
0.0324,-5.1855
0.03374,-5.0977
0.03374,-5.1855
0.03374,-5.1855
0.03374,-5.0977
0.03374,-5.1855
0.03374,-5.1855
0.03374,-5.1855
0.04167,-5.1855
0.04234,-5.2734
0.04277,-5.2734
0.04345,-5.3613
0.0447,-5.4492
0.04502,-5.5371
0.04603,-5.625
0.04603,-5.8008
0.04676,-5.8887
0.04676,-5.8887
0.04676,-5.9766
0.04824,-6.0645
0.04824,-6.0645
0.04824,-6.1523
0.04955,-6.1523
0.04955,-6.2402
0.04955,-6.2402
0.05171,-6.2402
0.05171,-6.3281
0.05299,-6.3281
0.05299,-6.416
0.05404,-6.416
0.05404,-6.416
0.05404,-6.5039
0.05523,-6.5039
0.05523,-6.5918
0.05523,-6.6797
0.05626,-6.6797
0.05626,-6.7676
0.05626,-6.8555
0.05741,-6.8555
0.05741,-6.9434
0.05741,-6.9434
0.05741,-7.0312
0.05741,-7.1191
0.05741,-7.207
0.05741,-7.207
0.05741,-7.2949
0.05741,-7.2949
0.05741,-7.2949
0.05741,-7.3828
0.06097,-7.3828
0.06097,-7.4707
0.06097,-7.4707
0.06097,-7.5586
0.06097,-7.5586
0.06262,-7.6465
0.06262,-7.6465
0.06262,-7.6465
0.06365,-7.7344
0.08667,-7.7344
0.11223,-7.7344
0.13771,-7.8223
0.15747,-7.8223
0.18857,-7.8223
0.21606,-7.8223
0.24045,-7.9102
0.26718,-7.9102
0.29232,-7.9102
0.31732,-7.998
0.34328,-7.998
0.36796,-7.998
0.39007,-7.998
0.42048,-7.998
0.4377,-7.998
0.4719,-8.0859
0.49893,-8.0859
0.52315,-8.0859
0.54889,-8.0859
0.57456,-8.0859
0.60077,-8.0859
0.62521,-8.1738
0.652,-8.1738
0.67398,-8.2617
0.70279,-8.2617
0.7246,-8.3496
0.75195,-8.3496
0.77405,-8.3496
0.80535,-8.4375
0.83207,-8.4375
0.85746,-8.5254
0.88318,-8.5254
0.90606,-8.6133
0.9341,-8.6133
0.959,-8.7012
0.98535,-8.7012
1.0082,-8.7012
1.03681,-8.7012
1.05737,-8.7891
1.08858,-8.7891
1.11341,-8.7891
1.13903,-8.877
1.16591,-8.877
1.19004,-8.877
1.21659,-8.877
1.23979,-8.9648
1.26832,-8.9648
1.29328,-8.9648
1.31828,-9.0527
1.34213,-9.1406
1.36724,-9.1406
1.39028,-9.2285
1.41842,-9.2285
1.44086,-9.3164
1.47316,-9.3164
1.49903,-9.4043
1.52357,-9.4922
1.55034,-9.5801
1.57243,-9.5801
1.60158,-9.668
1.62397,-9.7559
1.65146,-9.7559
1.67625,-9.8438
1.70481,-9.8438
1.731,-9.8438
1.75649,-9.8438
1.78259,-9.8438
1.80173,-9.9316
1.83372,-9.9316
1.85758,-9.9316
1.88453,-9.9316
1.90809,-9.9316
1.93637,-9.9316
1.95885,-9.9316
1.98727,-10.0195
2.0147,-10.0195
2.04181,-10.0195
2.06854,-10.1074
2.09174,-10.1074
2.1174,-10.1074
2.14895,-10.1953
2.17323,-10.1953
2.203,-10.1953
2.23117,-10.2832
2.25579,-10.2832
2.28415,-10.2832
2.31122,-10.2832
2.33813,-10.2832
2.36499,-10.2832
2.39225,-10.2832
2.41748,-10.2832
2.44179,-10.2832
2.47271,-10.2832
2.49983,-10.2832
2.52474,-10.2832
2.55009,-10.2832
2.58075,-10.2832
2.60074,-10.1953
2.63419,-10.1953
2.656,-10.1953
2.68825,-10.1953
2.71602,-10.1953
2.74214,-10.1953
2.76747,-10.1953
2.79749,-10.1953
2.82378,-10.1953
2.85039,-10.1953
2.87365,-10.1953
2.9044,-10.1953
2.93239,-10.1953
2.95696,-10.1953
2.98479,-10.1953
3.01346,-10.1953
3.03956,-10.1953
3.06575,-10.1953
3.09453,-10.1953
3.12023,-10.1953
3.14767,-10.1953
3.17297,-10.1953
3.20128,-10.1953
3.2298,-10.1953
3.2546,-10.1953
3.28223,-10.1953
3.2997,-10.1074
3.33302,-10.1074
3.36355,-10.1074
3.39088,-10.1074
3.41665,-10.1074
3.4394,-10.1074
3.47001,-10.1074
3.4978,-10.1074
3.52097,-10.1074
3.55143,-10.1074
3.57145,-10.1074
3.60443,-10.1074
3.63304,-10.1074
3.65582,-10.1074
3.6872,-10.1953
3.7142,-10.1074
3.73927,-10.1074
3.76843,-10.1074
3.78985,-10.1074
3.81901,-10.1074
3.84792,-10.1953
3.87168,-10.1953
3.89992,-10.1953
3.93021,-10.1953
3.95437,-10.1953
3.98381,-10.1953
4.0064,-10.1953
4.03744,-10.1953
4.06487,-10.1953
4.08926,-10.1953
4.11584,-10.1953
4.14595,-10.1953
4.17202,-10.1953
4.19889,-10.1953
4.21998,-10.1953
4.25392,-10.1953
4.28036,-10.1953
4.30531,-10.1953
4.33329,-10.1953
4.355,-10.1953
4.38638,-10.1953
