Time,Angle
0,20.127
0.02783,18.1055
0.05751,10.5469
0.08194,0.1758
0.10989,-6.8555
0.13302,-9.3164
0.16111,-7.2949
0.19395,-3.6035
0.21226,-0.2637
0.2359,1.7578
0.26397,2.4609
0.28936,2.1973
0.31481,1.4062
0.34084,0.5273
0.36592,-0.3516
0.3932,-1.1426
0.41684,-1.7578
0.44285,-2.1094
0.46487,-2.1094
0.49222,-1.9336
0.52075,-1.7578
0.54616,-1.6699
0.56524,-1.7578
0.59808,-1.8457
0.62353,-1.7578
0.64253,-1.7578
0.67446,-1.7578
0.69803,-1.7578
0.7263,-1.7578
0.74934,-1.7578
0.77661,-1.7578
0.79869,-1.7578
0.82877,-1.7578
0.85021,-1.7578
0.88017,-1.7578
0.90634,-1.7578
0.93191,-1.7578
0.95747,-1.7578
0.98223,-1.7578
1.00849,-1.7578
1.03293,-1.7578
1.05985,-1.7578
1.0852,-1.7578
1.11177,-1.7578
1.1318,-1.7578
1.16328,-1.7578
1.1896,-1.7578
1.21384,-1.7578
1.23963,-1.7578
1.26284,-1.7578
1.29164,-1.7578
1.31316,-1.7578
1.34246,-1.7578
1.36418,-1.7578
1.39364,-1.7578
1.41342,-1.7578
1.4451,-1.7578
1.47226,-1.7578
1.49716,-1.7578
1.52256,-1.7578
1.54821,-1.7578
1.57356,-1.7578
1.59912,-1.7578
1.6248,-1.7578
1.65028,-1.7578
1.67561,-1.7578
1.69803,-1.7578
1.72763,-1.7578
1.74728,-1.7578
1.78004,-1.7578
1.8058,-1.7578
1.83027,-1.7578
1.85636,-1.7578
1.88094,-1.7578
1.90756,-1.7578
1.9324,-1.7578
1.95812,-1.7578
1.98042,-1.7578
2.00812,-1.7578
2.03483,-1.7578
2.0612,-1.7578
2.08364,-1.7578
2.11285,-1.7578
2.13868,-1.7578
2.16239,-1.7578
2.18978,-1.7578
2.21401,-1.7578
2.24188,-1.7578
2.26779,-1.7578
2.29097,-1.7578
2.31281,-1.7578
2.34424,-1.7578
2.36506,-1.7578
2.3952,-1.7578
2.42186,-1.7578
2.44559,-1.7578
2.47264,-1.7578
2.49843,-1.7578
2.52411,-1.7578
2.54722,-1.7578
2.57469,-1.7578
2.59526,-1.7578
2.62649,-1.7578
2.64862,-1.7578
2.67803,-1.7578
2.69966,-1.7578
2.72819,-1.7578
2.75468,-1.7578
2.78005,-1.7578
2.80668,-1.7578
2.83093,-1.7578
2.85833,-1.7578
2.8829,-1.7578
2.90969,-1.7578
2.9292,-1.7578
2.96032,-1.7578
2.97932,-1.7578
3.0075,-1.7578
3.0298,-1.7578
3.06329,-1.7578
3.08898,-1.7578
3.11474,-1.7578
3.14082,-1.7578
3.16613,-1.7578
3.19155,-1.7578
3.21515,-1.7578
3.24282,-1.7578
3.26218,-1.7578
3.29517,-1.7578
3.32112,-1.7578
3.34651,-1.7578
3.372,-1.7578
3.39595,-1.7578
3.42306,-1.7578
3.44622,-1.7578
3.47404,-1.7578
3.49829,-1.7578
3.52545,-1.7578
3.54691,-1.7578
3.57751,-1.7578
3.60356,-1.7578
3.62855,-1.7578
3.65374,-1.7578
3.67992,-1.7578
3.70571,-1.7578
3.72789,-1.7578
3.75697,-1.7578
3.77936,-1.7578
3.8083,-1.7578
3.83227,-1.7578
3.86004,-1.7578
3.8784,-1.7578
3.91047,-1.7578
3.93707,-1.7578
3.96236,-1.7578
3.9879,-1.7578
4.01234,-1.7578
4.03954,-1.7578
4.06512,-1.7578
4.09115,-1.7578
4.11068,-1.7578
4.13997,-1.7578
4.16193,-1.7578
4.19337,-1.7578
4.21973,-1.7578
4.24496,-1.7578
4.27115,-1.7578
4.29464,-1.7578
4.3225,-1.7578
4.34613,-1.7578
4.3731,-1.7578
4.39961,-1.7578
4.4241,-1.7578
4.44608,-1.7578
4.47344,-1.7578
4.49552,-1.7578
4.52712,-1.7578
4.55314,-1.7578
