,,Time,Angle
11.08502,1.9336,2.80335,-1.9336
11.10844,1.9336,2.82677,-1.9336
11.13593,1.9336,2.85426,-1.9336
11.16045,1.9336,2.87878,-1.9336
11.18751,1.9336,2.90584,-1.9336
11.21129,1.9336,2.92962,-1.9336
11.23849,1.9336,2.95682,-1.9336
11.26168,1.9336,2.98001,-1.9336
11.2903,1.9336,3.00863,-1.9336
11.31164,1.9336,3.02997,-1.9336
11.34223,1.9336,3.06056,-1.9336
11.36812,1.9336,3.08645,-1.9336
11.39165,1.9336,3.10998,-1.9336
11.41915,1.9336,3.13748,-1.9336
11.44452,1.9336,3.16285,-1.9336
11.47065,1.9336,3.18898,-1.9336
11.49596,1.9336,3.21429,-1.9336
11.52104,1.9336,3.23937,-1.9336
11.54498,1.9336,3.26331,-1.9336
11.57294,1.9336,3.29127,-1.9336
11.59584,1.9336,3.31417,-1.9336
11.61954,1.9336,3.33787,-1.9336
11.65107,1.9336,3.3694,-1.9336
11.66982,1.9336,3.38815,-1.9336
11.70197,1.9336,3.4203,-1.9336
11.72645,1.9336,3.44478,-1.9336
11.75322,1.9336,3.47155,-1.9336
11.77915,1.9336,3.49748,-1.9336
11.80487,1.9336,3.5232,-1.9336
11.82939,1.9336,3.54772,-1.9336
11.85349,1.9336,3.57182,-1.9336
11.87421,1.9336,3.59254,-1.9336
11.90638,1.9336,3.62471,-1.9336
11.93394,1.9336,3.65227,-1.9336
11.95658,1.9336,3.67491,-1.9336
11.98412,1.9336,3.70245,-1.9336
12.00875,1.9336,3.72708,-1.9336
12.03538,1.9336,3.75371,-1.9336
12.06101,1.9336,3.77934,-1.9336
12.08697,1.9336,3.8053,-1.9336
12.10965,1.9336,3.82798,-1.9336
12.13798,1.9336,3.85631,-1.9336
12.158,1.9336,3.87633,-1.9336
12.18926,1.9336,3.90759,-1.9336
12.21054,1.9336,3.92887,-1.9336
12.24037,1.9336,3.9587,-1.9336
12.26714,1.9336,3.98547,-1.9336
12.29248,1.9336,4.01081,-1.9336
12.31847,1.9336,4.0368,-1.9336
12.33609,1.9336,4.05442,-1.9336
12.36906,1.9336,4.08739,-1.9336
12.39264,1.9336,4.11097,-1.9336
12.42135,1.9336,4.13968,-1.9336
12.44474,1.9336,4.16307,-1.9336
12.46933,1.9336,4.18766,-1.9336
12.4902,1.9336,4.20853,-1.9336
12.52287,1.9336,4.2412,-1.9336
12.54976,1.9336,4.26809,-1.9336
12.57432,1.9336,4.29265,-1.9336
12.60004,1.9336,4.31837,-1.9336
12.62703,1.9336,4.34536,-1.9336
12.65225,1.9336,4.37058,-1.9336
12.67606,1.9336,4.39439,-1.9336
12.70291,1.9336,4.42124,-1.9336
12.72507,1.9336,4.4434,-1.9336
12.75456,1.9336,4.47289,-1.9336
12.7762,1.9336,4.49453,-1.9336
12.80611,1.9336,4.52444,-1.9336
12.83139,1.9336,4.54972,-1.9336
12.85691,1.9336,4.57524,-1.9336
12.88271,1.9336,4.60104,-1.9336
12.90706,1.9336,4.62539,-1.9336
12.93437,1.9336,4.6527,-1.9336
12.95939,1.9336,4.67772,-1.9336
12.98589,1.9336,4.70422,-1.9336
13.00796,1.9336,4.72629,-1.9336
13.03613,1.9336,4.75446,-1.9336
13.05945,1.9336,4.77778,-1.9336
13.08803,1.9336,4.80636,-1.9336
13.10921,1.9336,4.82754,-1.9336
13.13948,1.9336,4.85781,-1.9336
13.16651,1.9336,4.88484,-1.9336
13.19116,1.9336,4.90949,-1.9336
13.21738,1.9336,4.93571,-1.9336
13.24228,1.9336,4.96061,-1.9336
13.26891,1.9336,4.98724,-1.9336
13.29323,1.9336,5.01156,-1.9336
13.32031,1.9336,5.03864,-1.9336
13.34239,1.9336,5.06072,-1.9336
13.37083,1.9336,5.08916,-1.9336
13.39294,1.9336,5.11127,-1.9336
13.42193,1.9336,5.14026,-1.9336
13.44943,1.9336,5.16776,-1.9336
13.47376,1.9336,5.19209,-1.9336
13.49955,1.9336,5.21788,-1.9336
13.52517,1.9336,5.2435,-1.9336
13.5507,1.9336,5.26903,-1.9336
13.57623,1.9336,5.29456,-1.9336
13.60195,1.9336,5.32028,-1.9336
13.62757,1.9336,5.3459,-1.9336
13.65344,1.9336,5.37177,-1.9336
13.67495,1.9336,5.39328,-1.9336
13.70524,1.9336,5.42357,-1.9336
13.72807,1.9336,5.4464,-1.9336
13.75672,1.9336,5.47505,-1.9336
13.7827,1.9336,5.50103,-1.9336
13.80717,1.9336,5.5255,-1.9336
13.83358,1.9336,5.55191,-1.9336
13.85858,1.9336,5.57691,-1.9336
13.88488,1.9336,5.60321,-1.9336
13.90864,1.9336,5.62697,-1.9336
13.93557,1.9336,5.6539,-1.9336
13.96002,1.9336,5.67835,-1.9336
13.9851,1.9336,5.70343,-1.9336
14.01018,1.9336,5.72851,-1.9336
14.03952,1.9336,5.75785,-1.9336
14.06561,1.9336,5.78394,-1.9336
14.0891,1.9336,5.80743,-1.9336
14.1155,1.9336,5.83383,-1.9336
14.14114,1.9336,5.85947,-1.9336
14.16749,1.9336,5.88582,-1.9336
14.1899,1.9336,5.90823,-1.9336
14.21891,1.9336,5.93724,-1.9336
14.24271,1.9336,5.96104,-1.9336
14.26985,1.9336,5.98818,-1.9336
14.28676,1.9336,6.00509,-1.9336
