,,Time,Angle
7.91785,1.2305,3.31417,-1.2305
7.94415,1.2305,3.34047,-1.2305
7.96815,1.2305,3.36447,-1.2305
7.9952,1.2305,3.39152,-1.2305
8.01803,1.2305,3.41435,-1.2305
8.04572,1.2305,3.44204,-1.2305
8.07045,1.2305,3.46677,-1.2305
8.09846,1.2305,3.49478,-1.2305
8.11779,1.2305,3.51411,-1.2305
8.14912,1.2305,3.54544,-1.2305
8.17546,1.2305,3.57178,-1.2305
8.20061,1.2305,3.59693,-1.2305
8.22641,1.2305,3.62273,-1.2305
8.25122,1.2305,3.64754,-1.2305
8.27835,1.2305,3.67467,-1.2305
8.29997,1.2305,3.69629,-1.2305
8.32878,1.2305,3.7251,-1.2305
8.34835,1.2305,3.74467,-1.2305
8.38023,1.2305,3.77655,-1.2305
8.40086,1.2305,3.79718,-1.2305
8.43174,1.2305,3.82806,-1.2305
8.45869,1.2305,3.85501,-1.2305
8.48308,1.2305,3.8794,-1.2305
8.50969,1.2305,3.90601,-1.2305
8.5339,1.2305,3.93022,-1.2305
8.56062,1.3184,3.95694,-1.3184
8.5847,1.2305,3.98102,-1.2305
8.61185,1.2305,4.00817,-1.2305
8.63325,1.2305,4.02957,-1.2305
8.66302,1.2305,4.05934,-1.2305
8.68416,1.2305,4.08048,-1.2305
8.71439,1.2305,4.11071,-1.2305
8.74141,1.2305,4.13773,-1.2305
8.76651,1.2305,4.16283,-1.2305
